command,mean,stddev,median,user,system,min,max
"target/release/reuko --only Layout/AccessModifierIndentation,Layout/BeginEndAlignment,Layout/DefEndAlignment,Layout/EmptyLines,Layout/EndAlignment,Layout/IndentationConsistency,Layout/IndentationStyle,Layout/IndentationWidth,Layout/LeadingEmptyLines,Layout/TrailingEmptyLines,Layout/TrailingWhitespace tmp/bench/large.rb",1.56001657634,0.007661447596046714,1.55939480624,1.55202242,0.00698602,1.5498691792400001,1.57272993024
"rubocop --only Layout/AccessModifierIndentation,Layout/BeginEndAlignment,Layout/DefEndAlignment,Layout/EmptyLines,Layout/EndAlignment,Layout/IndentationConsistency,Layout/IndentationStyle,Layout/IndentationWidth,Layout/LeadingEmptyLines,Layout/TrailingEmptyLines,Layout/TrailingWhitespace tmp/bench/large.rb",0.4191176925400001,0.003702642691916175,0.4186744092400001,0.38678151999999993,0.030935619999999997,0.41479355524000006,0.42559418024000006
