command,mean,stddev,median,user,system,min,max
"target/release/reuko --only Layout/AccessModifierIndentation,Layout/BeginEndAlignment,Layout/DefEndAlignment,Layout/EmptyLines,Layout/EndAlignment,Layout/IndentationConsistency,Layout/IndentationStyle,Layout/IndentationWidth,Layout/LeadingEmptyLines,Layout/TrailingEmptyLines,Layout/TrailingWhitespace, Lint/Debugger tmp/bench/large.rb",1.5524351090200004,0.02563067733983828,1.54564539302,1.5438483,0.00739738,1.5359100795199998,1.62421437152
"rubocop --only Layout/AccessModifierIndentation,Layout/BeginEndAlignment,Layout/DefEndAlignment,Layout/EmptyLines,Layout/EndAlignment,Layout/IndentationConsistency,Layout/IndentationStyle,Layout/IndentationWidth,Layout/LeadingEmptyLines,Layout/TrailingEmptyLines,Layout/TrailingWhitespace,Lint/Debugger tmp/bench/large.rb",0.42119519612000006,0.002154923099733333,0.42135626702000006,0.38804310000000003,0.031441580000000004,0.41777807952,0.42479566252000006
